"Discount";"Sales";"Age";"Prev_Purch";"Loyalty_card"
0;1141;49;9;0
1;1512;58;6;0
0;1522;52;2;0
0;1727;66;6;1
0;1847;73;6;1
1;1598;52;5;1
0;1805;72;2;0
1;1777;65;5;1
0;1608;49;2;1
0;1657;55;3;1
1;1349;44;8;1
1;1435;54;8;1
0;1915;71;3;1
1;1497;46;6;1
0;1458;47;3;0
0;1413;41;2;0
0;1437;48;4;0
1;1327;62;10;1
0;1553;47;4;1
0;1495;55;5;0
0;1872;76;3;0
1;1638;63;7;1
0;1411;47;5;0
0;1596;62;5;0
0;1712;65;6;1
1;1622;52;4;1
1;1564;45;4;1
0;1624;51;2;1
1;1408;41;7;1
1;1621;57;6;1
1;1422;44;7;1
1;1369;32;4;0
1;1482;50;4;0
0;1525;55;4;0
1;1561;53;6;1
0;1621;62;4;0
0;1446;47;4;0
0;1576;58;4;0
0;1374;43;5;0
0;1456;47;3;0
0;1642;62;2;0
1;1357;43;6;0
1;1373;51;7;0
1;1302;50;9;1
1;1459;48;7;1
0;1502;51;2;0
0;1434;43;0;0
1;1476;64;9;1
0;1283;43;7;0
0;1837;67;2;1
0;1395;36;2;0
0;1828;66;2;1
0;1516;52;2;0
1;1553;51;6;1
0;1538;56;4;0
1;1593;46;3;1
1;1411;42;7;1
0;1633;53;3;1
1;1615;57;6;1
1;1645;56;5;1
1;1358;42;6;0
1;1479;36;5;1
1;1284;59;9;0
0;1419;57;7;0
0;1315;39;6;0
0;1614;50;2;1
0;1388;54;7;0
1;1327;47;7;0
0;1864;74;6;1
0;1456;47;3;0
0;1516;50;6;1
1;1491;51;7;1
0;1633;52;3;1
1;1868;69;4;1
0;1434;50;5;0
1;1337;48;7;0
1;1421;60;9;1
1;1563;53;6;1
1;1673;58;5;1
0;1510;41;4;1
0;1581;48;3;1
0;1746;68;2;0
0;1330;56;8;0
1;1736;65;6;1
1;1550;52;6;1
0;1580;57;2;0
0;1525;60;6;0
1;769;44;12;1
0;1520;41;4;1
0;1645;61;6;1
1;1558;52;6;1
0;1916;79;7;1
0;671;48;12;0
1;1666;54;3;1
0;1481;49;2;0
0;1521;54;3;0
0;1805;66;4;1
1;1412;45;5;0
0;1411;40;3;0
1;1566;49;5;1
1;1604;48;3;1
1;1458;46;3;0
0;1388;49;6;0
0;1383;39;4;0
0;1501;68;8;0
0;1492;50;2;0
0;1687;57;3;1
1;1525;48;6;1
0;1678;71;8;1
1;983;41;10;0
0;1719;59;3;1
0;1701;69;5;0
0;1369;42;5;0
0;1483;51;4;0
0;1583;49;3;1
0;1418;42;3;0
1;769;27;11;0
1;1116;44;10;1
0;1554;46;4;1
0;1536;39;0;1
1;1417;43;7;1
0;1438;47;4;0
0;1625;54;4;1
1;1265;48;8;0
0;1738;60;1;1
0;1691;72;8;1
0;1550;55;2;0
1;1610;60;7;1
1;1812;74;5;0
0;1603;59;2;0
1;1417;43;7;1
1;1585;50;5;1
0;1491;52;4;0
1;1595;55;6;1
0;1400;40;2;0
1;1417;45;5;0
0;1561;58;4;0
1;1630;55;5;1
0;1494;55;5;0
0;1450;49;4;0
0;1463;46;1;0
1;1858;70;5;1
1;1405;41;7;1
0;1658;65;4;0
1;1332;47;7;0
1;1467;42;6;1
1;1523;35;3;1
1;1724;59;4;1
1;1435;35;6;1
1;1742;63;5;1
0;1409;41;3;0
1;932;23;10;0
0;1471;48;2;0
0;1462;48;3;0
0;1410;41;2;0
0;1252;39;7;0
0;1379;39;4;0
0;1403;43;4;0
0;1885;70;3;1
0;1540;55;3;0
0;1701;58;3;1
0;1506;51;2;0
0;1574;48;4;1
0;1604;60;3;0
0;1466;56;6;0
0;1614;64;5;0
1;1179;51;10;1
1;1506;46;6;1
0;1584;59;4;0
1;1324;37;6;0
1;1596;56;6;1
0;1246;40;7;0
0;1389;55;7;0
0;1462;43;6;1
1;1480;37;5;1
1;1193;38;8;0
0;1532;40;2;1
0;1342;34;5;0
1;1539;51;6;1
1;1339;40;6;0
0;1420;44;4;0
1;1482;43;6;1
0;1611;62;4;0
0;1617;61;2;0
0;1443;45;3;0
0;1569;45;2;1
0;1489;23;2;1
1;1561;69;9;1
1;1361;45;8;1
1;1655;60;6;1
1;1378;47;8;1
0;1705;58;2;1
0;1624;51;1;1
1;1092;40;10;1
0;1575;59;4;0
1;1463;50;5;0
0;1507;48;6;1
1;1255;35;7;0
0;1608;50;1;1
1;1161;60;10;0
0;1496;62;7;0
1;1352;23;7;1
1;1479;43;6;1
0;1655;63;2;0
1;1621;48;2;1
0;1473;48;2;0
0;1396;46;5;0
0;1499;33;3;1
0;1342;31;4;0
0;1396;42;4;0
0;1568;46;3;1
0;1635;63;4;0
0;1500;58;6;0
1;1292;43;7;0
0;1503;63;7;0
0;1541;41;2;1
1;1488;39;5;1
1;1464;23;5;1
0;1562;44;1;1
0;1532;61;6;0
0;1457;45;1;0
0;1446;50;5;0
1;1116;44;10;1
0;1598;57;6;1
0;1766;72;5;0
0;1549;56;3;0
1;1884;70;4;1
0;1592;48;3;1
0;1531;56;4;0
1;1349;56;8;0
1;1387;59;8;0
0;1684;56;2;1
0;1412;51;6;0
1;1505;40;5;1
1;1508;41;5;1
0;1411;51;6;0
1;1374;39;5;0
1;1228;44;8;0
0;1524;58;5;0
1;1158;29;8;0
1;1336;28;5;0
1;1532;50;6;1
1;1309;36;8;1
1;1477;43;6;1
1;1660;52;2;1
1;1449;55;8;1
1;1473;57;8;1
1;1441;38;6;1
1;1655;54;4;1
1;1497;46;6;1
0;1496;50;1;0
1;1513;41;5;1
0;1362;35;4;0
0;1607;51;3;1
1;1340;30;5;0
0;1542;56;3;0
0;1509;53;3;0
0;1548;44;3;1
0;1476;49;3;0
1;1463;63;9;1
1;1034;48;10;0
0;1435;44;2;0
0;1553;57;4;0
0;1696;65;2;0
0;1721;61;4;1
0;1471;53;5;0
1;1380;35;7;1
0;1463;47;2;0
0;1540;54;2;0
1;1051;67;12;1
1;1850;75;7;1
0;1435;43;1;0
0;1583;62;5;0
1;1482;48;3;0
0;1424;48;5;0
1;1588;48;4;1
0;1579;52;5;1
1;1466;33;5;1
1;1654;67;6;0
1;1658;57;5;1
0;1473;53;5;0
0;1620;61;2;0
0;1412;39;2;0
1;1311;36;6;0
0;1629;61;1;0
0;1509;59;6;0
1;1538;64;7;0
1;1695;60;5;1
0;1738;73;6;0
0;1537;61;6;0
0;1511;54;4;0
0;1480;49;3;0
1;1497;51;7;1
0;1355;39;5;0
1;1511;48;6;1
1;1212;42;8;0
1;1471;42;6;1
0;1628;51;1;1
1;1891;74;6;1
1;1528;49;6;1
1;1520;48;6;1
1;793;38;11;0
0;1449;48;4;0
1;1637;55;5;1
0;1558;46;4;1
1;1453;47;7;1
1;1356;44;8;1
1;1476;71;9;0
1;1549;43;4;1
1;1472;50;7;1
1;1723;72;8;1
0;1605;61;4;0
0;1478;51;4;0
1;1661;54;4;1
1;1390;47;6;0
1;1327;39;6;0
0;1495;52;3;0
0;1543;55;3;0
1;1440;46;7;1
0;1325;49;7;0
0;1528;61;6;0
0;1748;65;5;1
0;1585;60;4;0
1;1546;42;4;1
0;1425;45;4;0
1;1510;42;5;1
0;1701;66;3;0
1;1279;39;7;0
1;1430;42;3;0
0;1427;48;5;0
0;1466;46;2;0
0;1526;56;4;0
0;1350;44;6;0
1;1327;41;8;1
1;1133;46;10;1
0;1250;49;8;0
0;1372;36;4;0
0;1700;64;6;1
0;1721;61;4;1
1;1376;51;7;0
1;1413;52;8;1
0;1572;64;6;0
0;1512;53;3;0
0;1327;43;6;0
1;1422;32;6;1
1;1259;35;7;0
1;1475;35;5;1
1;1483;43;6;1
1;1440;46;7;1
1;1415;56;7;0
1;1668;61;6;1
0;1437;50;5;0
0;1556;45;3;1
1;1383;37;7;1
1;1418;23;6;1
1;1553;56;7;1
1;1361;51;7;0
0;1643;52;2;1
1;1364;38;5;0
0;1583;60;4;0
1;1235;43;9;1
1;1859;70;5;1
1;386;37;13;0
1;1496;39;5;1
0;1532;54;3;0
1;1438;41;2;0
1;1449;46;7;1
0;1391;45;5;0
1;1617;51;4;1
1;1624;66;6;0
0;1614;49;0;1
0;1710;60;4;1
1;1619;51;4;1
0;1405;56;7;0
0;1263;51;8;0
1;1469;35;5;1
0;1537;42;3;1
0;1627;52;3;1
0;1453;52;5;0
1;1496;44;6;1
0;1386;29;0;0
0;1535;61;6;0
1;1505;59;8;1
1;1466;48;4;0
0;1471;48;3;0
0;1449;51;5;0
1;1669;69;8;1
1;1582;58;7;1
1;1529;45;5;1
0;1425;43;3;0
1;1438;45;7;1
0;1621;61;2;0
1;1219;54;9;0
1;1168;50;10;1
0;1469;47;2;0
1;1334;43;8;1
0;1460;47;2;0
1;1455;49;5;0
1;1569;43;3;1
1;1374;33;7;1
1;1480;38;5;1
0;1455;45;2;0
0;1449;44;2;0
1;1385;48;6;0
0;1469;47;1;0
0;1650;58;5;1
1;1400;43;5;0
1;1346;42;6;0
1;1399;40;7;1
0;1519;53;3;0
0;1523;40;3;1
0;1391;49;6;0
0;1719;61;4;1
1;1446;57;7;0
0;1792;64;2;1
0;1770;68;6;1
0;1325;41;6;0
0;1505;56;5;0
0;1524;57;5;0
1;1469;33;5;1
0;1612;63;5;0
0;1536;56;4;0
0;1512;40;4;1
0;1521;57;5;0
1;1348;56;8;0
0;1668;67;5;0
0;1367;46;6;0
1;1179;50;9;0
0;1326;29;5;0
0;1462;47;2;0
0;1649;56;4;1
0;1404;56;7;0
0;1541;58;5;0
1;1583;54;6;1
0;1578;61;5;0
1;1611;53;5;1
1;1442;54;8;1
0;1258;38;7;0
0;1524;40;3;1
0;1408;46;5;0
0;1447;46;2;0
0;1538;56;3;0
1;1093;39;9;0
0;1428;47;4;0
1;1614;69;7;0
0;1641;52;2;1
0;1573;51;5;1
1;1244;32;7;0
1;1436;44;7;1
0;1508;54;4;0
1;1211;53;9;0
0;1388;35;1;0
0;1474;48;2;0
1;1657;54;4;1
0;1544;53;6;1
0;1556;63;6;0
1;1450;41;6;1
0;1528;57;5;0
0;1400;42;4;0
1;1644;63;4;0
1;1839;69;5;1
0;1770;64;4;1
0;1470;48;2;0
0;1385;34;1;0
1;1570;46;4;1
0;1400;38;2;0
1;1576;44;2;1
0;1595;59;3;0
0;1466;48;2;0
1;1539;42;4;1
0;1725;62;4;1
1;1673;65;7;1
1;1269;47;9;1
1;1580;51;5;1
0;1604;66;6;0
1;1405;50;6;0
0;1763;62;2;1
0;1410;51;6;0
1;1429;52;8;1
1;1452;48;7;1
1;1408;41;7;1
0;1346;26;4;0
1;1346;44;8;1
1;1450;37;6;1
1;1418;50;6;0
1;1554;41;3;1
1;1616;50;4;1
0;1519;57;5;0
0;1560;43;2;1
1;1420;68;10;1
0;1404;50;6;0
1;933;42;11;1
0;1526;56;7;1
1;1383;41;5;0
0;1220;33;7;0
0;1909;71;1;1
0;1619;50;1;1
1;1612;50;4;1
0;1490;47;6;1
1;1563;48;5;1
1;1365;44;6;0
0;1523;54;3;0
1;1366;35;7;1
1;1277;31;8;1
0;1622;59;6;1
1;1593;48;4;1
0;1281;52;8;0
1;1325;47;7;0
0;1415;52;6;0
0;1573;48;3;1
1;1451;39;6;1
1;1513;38;4;1
0;1459;52;5;0
1;1368;20;4;0
1;1487;30;4;1
0;1601;59;2;0
1;1391;42;5;0
0;1498;52;3;0
0;1494;58;6;0
0;1391;44;5;0
1;1386;48;8;1
0;1566;55;6;1
1;1369;65;9;0
1;1325;45;7;0
1;1524;38;4;1
0;1629;50;2;1
0;1412;43;4;0
0;1693;65;1;0
1;1553;41;3;1
0;1474;48;2;0
1;1259;57;9;0
0;1404;50;6;0
0;1608;54;5;1
0;1392;36;2;0
1;1510;46;6;1
1;1502;36;4;1
1;1502;41;5;1
1;1489;40;5;1
1;1418;42;4;0
0;1649;54;3;1
0;1509;49;6;1
1;1367;44;6;0
0;1395;42;4;0
0;1390;37;2;0
0;1451;49;4;0
0;1617;51;3;1
1;1603;56;6;1
0;1484;37;4;1
1;1373;46;8;1
1;1654;56;5;1
0;1493;28;0;1
0;1452;49;4;0
0;1490;51;3;0
0;1790;66;4;1
0;1504;51;3;0
1;1433;53;8;1
1;1638;51;3;1
1;1264;46;9;1
0;1554;55;2;0
0;1721;65;6;1
0;1703;59;4;1
0;1491;51;3;0
0;1595;53;5;1
0;1548;45;4;1
1;1465;35;5;1
1;958;43;11;1
1;1390;53;7;0
0;1699;69;5;0
1;1295;60;9;0
0;1676;60;5;1
0;1641;51;0;1
1;1254;35;7;0
0;1433;45;3;0
0;1521;52;2;0
1;1254;45;9;1
0;1491;30;2;1
0;1458;51;5;0
1;1380;39;5;0
0;1421;52;6;0
1;1745;61;4;1
1;1560;43;3;1
0;1749;69;3;0
0;1559;43;1;1
1;1590;51;5;1
0;1660;61;6;1
0;1299;54;8;0
1;1544;46;5;1
0;1367;42;5;0
1;1454;55;8;1
0;1596;47;1;1
1;1531;61;8;1
0;1276;51;8;0
0;1557;57;4;0
1;1531;55;7;1
0;1722;61;4;1
1;1641;63;7;1
0;1889;75;6;1
1;1472;49;4;0
1;1424;34;6;1
0;1627;65;5;0
0;1634;54;4;1
1;1586;59;7;1
1;1248;45;9;1
0;1364;59;8;0
0;1491;52;4;0
1;1462;30;5;1
0;1401;39;3;0
0;1663;65;4;0
0;1669;63;1;0
0;1586;53;5;1
0;1413;40;2;0
1;1513;53;7;1
0;1450;48;4;0
1;1576;50;5;1
0;1634;65;5;0
1;1565;52;6;1
0;1607;60;3;0
0;1541;42;2;1
1;1548;40;3;1
0;1586;60;4;0
0;1828;68;4;1
0;1526;57;5;0
0;1367;47;6;0
0;1515;50;6;1
0;1524;43;4;1
1;1753;70;7;1
1;1568;53;6;1
1;1334;40;6;0
1;1346;33;5;0
0;1674;57;4;1
0;1583;60;4;0
1;1641;63;7;1
1;1663;55;4;1
1;1589;55;6;1
0;1502;52;3;0
0;1431;47;4;0
1;1413;46;5;0
0;1639;52;2;1
0;1532;61;6;0
1;1515;48;6;1
0;1381;39;4;0
1;1558;48;5;1
0;1431;49;5;0
1;1622;58;6;1
1;1268;48;8;0
0;1710;65;6;1
1;1344;48;7;0
1;1500;40;5;1
0;1500;55;5;0
0;1362;37;4;0
0;1558;47;4;1
0;1589;59;3;0
0;1781;65;4;1
1;1652;54;4;1
0;1913;80;5;0
0;1418;51;6;0
0;1380;34;2;0
0;1685;57;3;1
1;1670;57;5;1
1;1390;47;6;0
0;1655;56;4;1
0;1525;51;6;1
0;1564;56;1;0
1;1072;34;9;0
0;1448;36;5;1
1;1450;47;7;1
1;964;56;11;0
0;1627;51;1;1
1;1361;57;8;0
1;1440;36;6;1
0;1418;48;5;0
0;1405;37;1;0
0;1616;60;1;0
1;1302;43;7;0
0;1523;52;1;0
0;1463;50;4;0
0;1593;49;3;1
1;1371;35;7;1
0;1436;58;7;0
1;1283;59;9;0
0;1594;59;1;0
1;1231;55;9;0
0;1949;79;3;0
0;1435;43;3;0
1;1386;46;6;0
1;1162;48;9;0
1;1244;33;7;0
1;1317;35;6;0
0;1681;64;2;0
1;1297;30;6;0
1;1454;49;5;0
1;905;51;11;0
0;1542;55;2;0
1;1194;38;8;0
0;1451;48;4;0
0;1478;50;4;0
1;1570;53;6;1
0;1530;53;1;0
1;1363;47;8;1
0;1391;44;5;0
1;1132;57;10;0
1;1551;47;5;1
0;1484;48;1;0
0;1672;55;1;1
1;1512;67;8;0
0;1635;63;4;0
1;1172;32;8;0
1;913;52;11;0
1;1123;45;10;1
0;1750;70;4;0
0;1675;58;4;1
1;1697;70;6;0
1;1279;40;7;0
1;1362;27;4;0
0;1745;63;4;1
0;1796;64;2;1
0;1814;69;5;1
1;1322;53;9;1
0;1512;54;4;0
0;1693;57;3;1
1;915;36;11;1
0;1411;44;4;0
1;1726;68;7;1
1;1669;66;5;0
0;1938;73;3;1
0;1533;58;5;0
0;1580;59;3;0
0;1532;55;4;0
0;1574;47;3;1
1;1459;56;8;1
1;1334;27;5;0
0;1416;43;4;0
0;1465;37;5;1
0;1365;33;3;0
1;1178;52;10;1
1;1875;76;7;1
0;1532;58;5;0
0;1464;56;6;0
1;1323;52;9;1
1;1650;60;6;1
1;1674;58;5;1
1;1617;51;4;1
0;1506;52;3;0
1;1374;51;7;0
0;1514;59;6;0
1;1276;47;9;1
1;1062;33;10;1
1;1403;48;6;0
0;1402;37;2;0
0;1487;28;2;1
1;1750;70;7;1
1;1314;44;7;0
1;1599;48;4;1
0;1499;35;3;1
1;1792;66;5;1
0;1695;58;3;1
1;1585;48;4;1
0;1546;54;2;0
0;1554;50;5;1
0;1617;51;2;1
1;1461;50;5;0
0;1522;51;6;1
1;1613;61;7;1
0;1417;44;4;0
0;1611;50;3;1
1;1623;54;5;1
0;1684;56;2;1
1;1646;55;5;1
0;1828;68;4;1
0;1411;52;6;0
0;1605;62;7;1
0;1319;24;5;0
1;1543;40;3;1
1;1373;45;6;0
1;1208;52;9;0
1;1237;32;7;0
1;1344;44;8;1
1;706;59;13;1
0;1586;47;2;1
0;1404;46;5;0
0;1550;56;3;0
1;1389;31;3;0
1;1440;54;8;1
1;1492;44;6;1
0;1476;50;3;0
0;1555;58;4;0
0;1418;45;4;0
1;1502;46;6;1
0;1693;59;4;1
0;1556;56;3;0
0;1456;51;5;0
1;1585;47;4;1
0;1600;65;6;0
1;1454;28;5;1
0;1474;48;1;0
1;1393;48;8;1
1;1191;38;8;0
1;1777;68;6;1
0;1697;72;8;1
1;1368;58;8;0
0;1503;52;3;0
0;1390;40;4;0
0;1566;45;2;1
0;1581;46;2;1
0;1630;63;4;0
1;1544;38;3;1
1;1569;49;5;1
0;1473;51;4;0
0;1594;58;1;0
0;1404;56;7;0
0;1446;46;3;0
0;1532;55;4;0
0;1508;63;7;0
0;1781;64;4;1
1;1563;57;7;1
1;1471;56;8;1
1;1462;56;8;1
1;1363;44;6;0
1;1511;31;3;1
1;1609;48;3;1
0;1506;43;5;1
1;1474;49;7;1
0;1473;49;3;0
1;1234;25;7;0
0;1537;42;3;1
1;1414;49;6;0
0;1594;49;3;1
0;1659;54;2;1
1;1435;52;6;0
0;1552;56;3;0
0;1770;62;2;1
1;1492;34;4;1
1;1111;43;10;1
1;938;41;11;1
1;1272;38;7;0
0;1412;40;3;0
0;1657;55;3;1
0;1427;46;4;0
0;1186;42;8;0
1;1291;35;8;1
1;1371;26;4;0
1;1495;58;8;1
0;1403;47;5;0
1;1392;47;6;0
0;1773;73;5;0
0;1559;44;2;1
0;1664;62;6;1
1;1247;45;9;1
0;1558;54;6;1
1;1523;33;3;1
1;1505;52;7;1
1;1922;73;5;1
0;1536;44;4;1
1;1529;59;6;0
0;1519;42;4;1
0;1409;40;2;0
1;1608;56;6;1
1;1390;38;7;1
0;1500;51;2;0
0;1580;50;4;1
1;1368;35;7;1
1;1579;44;3;1
1;1400;48;6;0
0;1633;51;1;1
0;1452;49;7;1
0;1815;67;4;1
1;1388;58;9;1
0;1715;60;4;1
0;1593;53;5;1
1;1586;50;5;1
0;1492;37;4;1
0;1474;40;5;1
1;1547;51;6;1
0;1401;39;3;0
1;1352;42;6;0
1;1464;40;6;1
1;1544;46;5;1
1;1508;53;7;1
1;1389;53;7;0
0;1510;51;1;0
1;1363;46;8;1
1;1458;40;6;1
0;1618;50;2;1
0;1648;64;4;0
0;1410;43;4;0
0;1410;44;4;0
1;1019;50;11;1
1;1388;47;6;0
0;1508;37;3;1
0;1402;38;1;0
0;1687;65;2;0
0;1557;58;4;0
0;1494;55;5;0
0;1864;71;5;1
1;928;33;10;0
0;1391;44;5;0
0;1625;51;2;1
1;1236;33;7;0
0;1447;55;6;0
0;1284;44;7;0
0;1464;48;3;0
0;1588;58;1;0
0;1404;38;2;0
0;1506;63;7;0
1;1530;38;3;1
0;1654;53;2;1
0;1506;49;6;1
0;1553;50;5;1
0;1555;46;4;1
0;1619;53;4;1
1;997;48;11;1
1;1350;49;7;0
1;1396;50;8;1
1;1489;33;4;1
1;1476;52;5;0
0;1623;62;4;0
1;1014;46;10;0
0;1765;68;6;1
1;1449;52;6;0
0;1354;45;6;0
1;1362;46;8;1
0;1408;41;3;0
0;1522;54;3;0
0;1583;48;3;1
0;1565;46;3;1
0;1561;50;5;1
0;1584;58;2;0
0;1331;32;5;0
1;1183;36;8;0
1;1039;66;12;1
1;1676;61;6;1
1;1625;51;4;1
1;1211;54;10;1
0;1547;57;4;0
0;1691;71;6;0
1;1159;47;9;0
1;1467;55;6;0
0;1663;63;1;0
0;1575;58;3;0
0;1198;43;8;0
1;1454;54;6;0
1;1561;57;7;1
0;1482;50;3;0
1;1236;56;9;0
0;1712;59;2;1
0;1556;50;5;1
1;1585;51;5;1
1;1263;37;7;0
1;1370;36;7;1
1;1422;33;6;1
0;1518;39;3;1
0;1407;47;5;0
1;1410;49;6;0
0;1488;55;5;0
1;1515;42;5;1
0;1584;60;4;0
1;1192;40;8;0
1;1477;50;7;1
1;1551;57;7;1
0;1410;51;6;0
0;1409;47;5;0
0;1484;62;7;0
1;1394;40;7;1
1;1406;61;8;0
0;1663;55;3;1
1;1724;64;6;1
0;1830;69;5;1
1;1603;48;3;1
1;1454;40;6;1
0;1849;68;3;1
1;1376;47;8;1
1;1389;40;7;1
0;1711;65;6;1
1;1725;58;3;1
0;1462;56;6;0
0;1442;44;1;0
1;1459;41;6;1
1;1323;47;7;0
0;1477;46;6;1
1;1612;52;4;1
0;1566;54;6;1
1;1558;43;3;1
0;1473;49;3;0
0;1456;46;3;0
1;359;28;13;0
1;1604;47;3;1
1;1389;47;6;0
0;1499;56;5;0
1;1613;48;3;1
0;1480;54;5;0
0;1464;48;3;0
0;1454;48;4;0
1;1463;50;5;0
0;1863;68;2;1
0;1542;59;5;0
0;1557;45;3;1
0;1391;39;2;0
0;1583;49;4;1
0;1615;62;4;0
0;1321;32;5;0
1;1304;45;7;0
0;1508;51;2;0
0;1709;68;4;0
1;1707;56;2;1
0;1749;62;3;1
0;1448;34;5;1
0;1595;60;4;0
0;1305;46;7;0
0;1469;53;5;0
0;1481;53;5;0
1;1509;41;5;1
0;1447;54;6;0
0;1579;47;3;1
0;1431;49;5;0
0;1944;80;7;1
0;1606;54;5;1
0;1446;48;4;0
0;1380;32;3;0
0;1691;58;3;1
1;1346;42;6;0
1;1274;49;8;0
0;1537;54;2;0
0;1370;48;6;0
0;1510;53;3;0
0;1385;44;5;0
0;1550;55;1;0
0;1390;55;7;0
0;1421;52;6;0
0;1531;39;1;1
1;1277;50;8;0
1;1698;66;7;1
0;1496;53;4;0
0;1509;59;6;0
0;1600;65;6;0
1;1404;41;7;1
1;1576;46;4;1
1;1396;36;4;0
1;1416;42;7;1
0;1445;45;1;0
1;1618;57;6;1
0;1512;51;2;0
0;1692;61;5;1
1;1608;61;7;1
0;1378;42;5;0
1;1498;40;5;1
0;1566;58;4;0
1;1346;48;7;0
0;1598;48;2;1
0;1363;52;7;0
1;1318;37;6;0
1;1520;59;6;0
1;1458;39;6;1
1;1461;30;5;1
1;1717;77;9;1
0;1538;54;2;0
0;1511;51;2;0
0;1430;42;2;0
1;1355;43;6;0
0;1428;49;5;0
0;1522;69;8;0
0;1388;41;4;0
0;1377;42;5;0
0;1519;42;4;1
1;1478;60;7;0
0;1752;63;4;1
1;1653;53;3;1
1;1446;38;6;1
1;1520;38;4;1
1;1292;52;8;0
0;1572;46;3;1
1;1625;57;6;1
0;1426;45;4;0
1;1390;49;8;1
1;1395;47;6;0
0;1370;47;6;0
1;1606;53;5;1
1;1562;48;5;1
1;1427;51;6;0
0;1406;41;3;0
0;1524;53;1;0
1;1363;28;4;0
1;1368;27;4;0
0;1630;67;6;0
0;1487;49;0;0
0;1482;51;4;0
1;1528;40;4;1
1;1343;39;6;0
0;1699;68;5;0
1;1196;51;9;0
1;1615;57;6;1
1;1429;35;6;1
0;1576;51;5;1
0;1649;62;2;0
1;1370;44;6;0
0;1589;50;4;1
1;1478;47;3;0
1;1592;60;5;0
0;1353;45;6;0
1;1480;43;6;1
1;1481;44;6;1
0;1656;55;3;1
1;1581;54;6;1
0;1455;59;7;0
0;1383;35;3;0
0;1339;57;8;0
0;1390;36;3;0
0;1683;56;1;1
1;1471;46;3;0
0;1496;50;2;0
1;1360;46;8;1
0;1474;51;4;0
1;1563;49;5;1
0;1681;57;3;1
0;1487;52;4;0
1;1353;49;7;0
0;1306;55;8;0
0;1413;47;5;0
1;1467;35;5;1
0;1560;45;2;1
0;2013;76;2;1
1;1264;47;8;0
0;1550;45;4;1
1;1496;46;6;1
0;1633;53;3;1
1;1588;46;3;1
0;1481;51;4;0
1;838;43;11;0
0;1962;74;3;1
1;1174;26;9;1
1;1333;39;6;0
1;1406;41;7;1
1;1122;44;9;0
0;1588;60;4;0
1;1365;43;6;0
1;1441;46;7;1
1;1428;47;5;0
0;1644;54;3;1
1;1302;51;9;1
1;1596;55;6;1
0;1481;51;4;0
0;1573;56;1;0
0;1453;51;5;0
0;1579;56;6;1
0;1594;57;1;0
0;1600;51;4;1
1;1509;53;7;1
1;1520;48;6;1
0;1690;57;3;1
1;1423;34;6;1
0;1229;34;7;0
0;1535;56;4;0
1;1528;54;7;1
0;1449;48;4;0
0;1453;48;3;0
1;1534;44;5;1
1;1567;53;6;1
0;1627;62;4;0
1;1009;46;10;0
0;1609;60;2;0
1;1337;47;7;0
1;1232;55;9;0
0;1367;38;4;0
1;1110;43;10;1
1;1531;74;9;0
1;1232;42;9;1
0;1708;67;3;0
0;1476;48;0;0
0;1427;46;4;0
0;1504;42;5;1
0;1476;54;5;0
1;1449;39;6;1
1;1332;43;8;1
1;1459;55;8;1
0;1546;43;3;1
0;1850;70;5;1
0;1629;51;2;1
1;1494;52;7;1
1;1480;43;6;1
0;1569;56;2;0
0;1329;42;6;0
1;1450;53;6;0
0;1554;49;5;1
1;1366;34;7;1
0;1444;45;2;0
0;1619;51;3;1
1;1727;60;4;1
0;1641;55;4;1
0;1884;70;2;1
1;1246;32;7;0
0;1723;59;1;1
1;1406;40;4;0
0;1665;57;4;1
1;1345;44;8;1
0;1667;69;6;0
0;1705;60;4;1
0;1890;70;3;1
1;1479;43;6;1
0;1594;69;7;0
0;1377;20;1;0
0;1284;34;6;0
0;1535;56;4;0
0;1612;52;4;1
1;1375;40;5;0
0;1511;57;5;0
0;1601;51;4;1
1;1538;41;4;1
1;1609;48;3;1
1;1268;57;9;0
1;1597;51;5;1
0;1419;52;6;0
0;1650;54;3;1
0;1631;54;4;1
1;1541;46;5;1
0;1481;55;5;0
1;1566;48;5;1
0;1330;17;5;0
0;1508;60;6;0
0;1464;50;4;0
0;1638;61;0;0
0;1425;48;5;0
0;1387;54;7;0
0;1548;57;4;0
1;1512;22;3;1
1;1543;46;5;1
1;1452;47;7;1
0;1595;52;4;1
0;1594;49;3;1
0;1630;59;6;1
1;1707;63;6;1
0;1530;41;3;1
0;1391;40;4;0
1;948;55;11;0
1;1135;68;11;0
1;1422;52;8;1
1;1633;58;6;1
1;1256;36;7;0
1;1381;38;5;0
0;1809;66;3;1
1;1307;38;8;1
1;1681;57;4;1
1;1352;41;6;0
1;1708;61;5;1
0;1577;57;2;0
0;1363;35;4;0
1;1608;48;3;1
0;1480;54;5;0
0;1686;56;1;1
1;1683;58;5;1
1;1510;32;3;1
0;1492;42;5;1
0;1541;57;4;0
1;1774;65;5;1
0;1504;34;3;1
1;1493;51;7;1
0;1748;70;4;0
1;1348;41;6;0
0;1558;63;6;0
1;1467;46;3;0
1;1250;29;7;0
1;1462;56;8;1
1;1677;61;6;1
0;1398;46;5;0
1;1655;57;5;1
1;1472;42;6;1
0;1412;41;3;0
1;1630;52;4;1
0;1438;47;4;0
0;1577;49;4;1
0;1316;29;5;0
0;1790;72;4;0
0;1572;58;3;0
